Model,DPO2004B
Firmware Version,1.52

Point Format,Y,,,,,,,
Horizontal Units,S,,,,,,,
Horizontal Scale,0.0002,,,,,,,
Sample Interval,3.84025e-07,,,,,,,
Filter Frequency,7e+07,,,,,,,
Record Length,5207,,,,,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,10,,10,,10,
Vertical Units,V,,V,,V,,V,
Vertical Offset,0,,0,,0,,0,
Vertical Scale,2,,0.5,,0.5,,0.5,
Label,,,,,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect,CH3,CH3 Peak Detect,CH4,CH4 Peak Detect
-9.046e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.042e-04,2.92,3,-0.29,-0.27,-0.04,-4.47035e-10,0.09,0.11
-9.038e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.034e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-9.031e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-9.027e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.07,0.11
-9.023e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.07,0.05
-9.019e-04,3,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-9.015e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.05
-9.011e-04,3,3,-0.29,-0.27,-0.04,-0.02,0.07,0.11
-9.008e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.05
-9.004e-04,2.92,3,-0.27,-0.27,-0.04,-0.02,0.09,0.11
-9.000e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.07,0.05
-8.996e-04,2.92,3.08,-0.29,-0.27,-0.04,-0.02,0.07,0.11
-8.992e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.05
-8.988e-04,3,3,-0.29,-0.27,-0.02,-0.02,0.09,0.11
-8.985e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.05
-8.981e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-8.977e-04,2.92,2.92,-0.27,-0.31,-0.04,-0.06,0.09,0.05
-8.973e-04,3,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-8.969e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.05
-8.965e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.07,0.11
-8.962e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.07
-8.958e-04,2.92,3.08,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-8.954e-04,3,2.92,-0.27,-0.31,-0.04,-0.06,0.09,0.05
-8.950e-04,2.92,3,-0.29,-0.27,-0.04,-0.02,0.09,0.11
-8.946e-04,2.92,2.92,-0.29,-0.31,-0.04,-0.06,0.09,0.05
-8.942e-04,3,3,-0.29,-0.27,-0.04,-0.02,0.09,0.09
-8.938e-04,3,2.92,-0.29,-0.31,-0.04,-0.06,0.07,0.05
