
Relative time,Ch1,Ch2
s,V,V
0.018215,-7.2009806,-3.4715688
0.018216,-7.4166669,-3.4764708
0.018217,-7.5098042,-3.4676473
0.018218,-7.6029414,-3.4607845
0.018219,-7.8039218,-3.4637257
0.01822,-8.0980395,-3.4558826
0.018221,-8.2352944,-3.469608
0.018222,-8.4264709,-3.4568629
0.018223,-8.6911768,-3.4598041
0.018224,-8.9754905,-3.4490198
0.018225,-9.2009807,-3.4578433
0.018226,-9.5980396,-3.447059
0.018227,-9.7352945,-3.4549022
0.018228,-10.083334,-3.4480394
0.018229,-10.372549,-3.4343139
0.01823,-10.57353,-3.4539218
0.018231,-10.921569,-3.4411767
0.018232,-11.259804,0.08431373
0.018233,-11.450981,0.29803923
0.018234,-11.431373,0.30098041
0.018235,-11.411765,0.29803923
0.018236,-11.421569,0.28627453
0.018237,-11.377451,0.27156864
0.018238,-11.406863,0.2764706
0.018239,-11.416667,0.26568629
0.01824,-11.470589,0.26078433
0.018241,-11.475491,0.24803923
0.018242,-11.387255,0.24705884
0.018243,-11.465687,0.24705884
0.018244,-11.406863,0.24705884
0.018245,-11.416667,0.23039217
0.018246,-11.446079,0.2264706
0.018247,-11.406863,0.22058825
0.018248,-11.416667,0.22352942
0.018249,-11.480393,0.21666668
